# File: basin_water_demand_1990_2010.csv
# Title: water demand (all sectors) by basin for water supply calibration period
# Source: queried from prior GCAM calibration period run
# Comments: This data is used solely for calibrating accessible water fractions using historical runoff and groundwater extraction rates. It is not used to set up water demand in GCAM.
# Comments: ... Actual GCAM Water demands are determined dynamically within the model for each sector (see sean.turner@pnnl.gov for details)
# Units: km^3/yr
basin.id,year,demand
45,1990,7.83359755545134
45,2005,4.93406652
45,2010,5.8313368025827
153,1990,11.0938227
153,2005,15.5534031746925
153,2010,17.61182646246
82,1990,27.286130999999997
82,2005,44.8447390924717
82,2010,42.8766281309756
214,1990,0.043133691
214,2005,0.050262159
214,2010,0.055587812
146,1990,18.56474982414856
146,2005,31.230495815384
146,2010,35.899990835640004
78,1990,51.861251
78,2005,70.382856
78,2010,80.74084501630063
34,1990,0.032009872
34,2005,0.042868635
34,2010,0.04163946
157,1990,4.20270883245
157,2005,6.4997111279999995
157,2010,7.414830339
183,1990,0.91031142
183,2005,2.827930940347838
183,2010,1.5972377
54,1990,25.4744939175
54,2005,23.7145900207
54,2010,23.1342127688
25,1990,1.991580714
25,2005,1.405384754
25,2010,1.346385986
95,1990,2.4782899
95,2005,4.4772099
95,2010,4.630886191018001
21,1990,4.6286020608000005
21,2005,5.1582484576
21,2010,4.7083334118
39,1990,27.301030700000002
39,2005,16.4970692
39,2010,16.1950061
49,1990,4.59112746233375
49,2005,2.9295943707499
49,2010,3.02091757906296
53,1990,17.4477667
53,2005,10.8852545
53,2010,11.628786999999999
74,1990,6.7834263
74,2005,7.1883171184500005
74,2010,6.9746466
186,1990,2.8924911
186,2005,4.4609175
186,2010,5.6790878000000005
99,1990,3.16993955
99,2005,5.4151827323349995
99,2010,5.180191148158
73,1990,6.7215054
73,2005,7.312524388078001
73,2010,7.1202100367579995
31,1990,10.6335250075968
31,2005,10.968476027952
31,2010,10.015294056236
28,1990,5.71319
28,2005,6.372269
28,2010,5.7940793
26,1990,16.924784
26,2005,18.921695
26,2010,17.179619000000002
90,1990,0.9985298380000001
90,2005,1.5499840984868298
90,2010,1.77004450501003
13,1990,1.917956188
13,2005,2.115870524
13,2010,1.9358565541000001
181,1990,0.0096956166
181,2005,0.02269159
181,2010,0.025646444
61,1990,2.4736352
61,2005,2.765705649348
61,2010,2.5455197000000003
41,1990,5.635449
41,2005,6.189979
41,2010,5.8250171
27,1990,1.46252872
27,2005,1.959135031
27,2010,1.904947207
110,1990,207.887296686
110,2005,292.285647237
110,2010,338.21374157096227
64,1990,3.2187381
64,2005,3.6099422999999997
64,2010,3.5172307
42,1990,18.825629566
42,2005,27.629081583999998
42,2010,32.213100144
123,1990,26.8339649
123,2005,39.7327393
123,2010,46.361441307540005
222,1990,2.7949774
222,2005,2.958249
222,2010,2.8799056
227,1990,39.6243282
227,2005,50.204936
227,2010,48.787881
133,1990,1.817426178
133,2005,2.4693901
133,2010,2.5467370000000003
83,1990,7.4464749
83,2005,8.93539843106
83,2010,8.76823091436
81,1990,5.20582927418518
81,2005,5.73001803839
81,2010,5.770983095581
162,1990,0.2214916724
162,2005,0.7213980121
162,2010,0.3598941858
148,1990,3.46494
148,2005,5.948597
148,2010,6.8622751
124,1990,1.60573913
124,2005,2.7245102
124,2010,3.1566235
102,1990,1.366325648
102,2005,2.29823111353834
102,2010,2.54452165450197
234,1990,0.4381762
234,2005,0.4722256
234,2010,0.4421796
97,1990,3.3247972182
97,2005,5.1222019077
97,2010,5.982787605355427
109,1990,6.38916122
109,2005,11.4267938
109,2010,13.473602
79,1990,46.86238
79,2005,68.488041
79,2010,80.1282749992
15,1990,0.6308363946
15,2005,0.8447001144999999
15,2010,0.8204703090000001
11,1990,0.084781929
11,2005,0.093033378
11,2010,0.119478545
145,1990,8.862324
145,2005,12.27664408096
145,2010,13.89826918807
128,1990,4.1061717799999995
128,2005,5.7863073
128,2010,6.530222200000001
155,1990,8.67145802
155,2005,11.6421427
155,2010,12.898472429975
129,1990,3.938996
129,2005,6.6155112
129,2010,7.6258896
89,1990,177.747699617
89,2005,263.050799289
89,2010,288.000946013
24,1990,2.2767806900000003
24,2005,2.52220828
24,2010,2.31755317
167,1990,1.661018495
167,2005,4.229247246
167,2010,4.442865112
137,1990,5.094028619
137,2005,8.63722664
137,2010,9.93658988
136,1990,1.1025407
136,2005,1.534173
136,2010,1.6105882
50,1990,7.4106303
50,2005,8.243970165182
50,2010,7.7232632
59,1990,4.2938106000000005
59,2005,4.783003374556
59,2010,4.529533999685
51,1990,42.379361521934996
51,2005,41.741364164960004
51,2010,39.383143362575
175,1990,23.44587344
175,2005,30.70781666
175,2010,35.01393906
165,1990,1.823023857
165,2005,4.306079056
165,2010,4.560818611
5,1990,0.46399120083999995
5,2005,0.38403015671999996
5,2010,0.41720627662
140,1990,38.198072100000005
140,2005,53.4532609
140,2010,61.403260706344
206,1990,22.2884241
206,2005,32.1702846
206,2010,37.174500168121604
200,1990,0.661877489
200,2005,1.033525779
200,2010,1.097424604
68,1990,7.50705802
68,2005,7.36232743
68,2010,8.2580514
151,1990,1.6125735804999999
151,2005,2.971751677
151,2010,2.563846049
6,1990,3.5115323
6,2005,2.89110485
6,2010,3.14051186
199,1990,5.1108212
199,2005,6.419279816894099
199,2010,6.59494095490593
44,1990,5.0106229
44,2005,5.467847174532
44,2010,5.1782098039518
221,1990,6.32680846
221,2005,6.9815371
221,2010,6.46085323
219,1990,28.5931588
219,2005,36.342542622215
219,2010,34.977836284711
10,1990,1.858208874
10,2005,2.486429291
10,2010,2.414865248
177,1990,7.02300993
177,2005,10.12893873
177,2010,13.84569351568049
166,1990,4.7476395
166,2005,6.0729839
166,2010,6.27985479
122,1990,7.6113325
122,2005,11.7551767
122,2010,13.404563
113,1990,3.399674007499547
113,2005,5.0044278802978
113,2010,6.002685873879
203,1990,1.53011952
203,2005,1.9913952
203,2010,2.2205264185944
75,1990,26.602417690000003
75,2005,35.8123175333349
75,2010,36.346126912566504
63,1990,3.6413435511892
63,2005,4.069335874687
63,2010,3.767452915314
80,1990,10.7450165
80,2005,17.879343950238
80,2010,21.785619290785
125,1990,21.328206400000003
125,2005,36.6785978
125,2010,42.442588099999995
114,1990,2.7900704
114,2005,3.8606888070608
114,2010,4.0625013326341
96,1990,10.688149392
96,2005,11.543211365
96,2010,12.703693911251591
233,1990,27.859274499999998
233,2005,33.6339664575981
233,2010,32.52537734366
223,1990,38.022050884
223,2005,50.276115421
223,2010,52.08174609684761
208,1990,11.193318
208,2005,13.332991400000001
208,2010,12.222379100000001
196,1990,0.015062676
196,2005,0.027287668
196,2010,0.027274391000000002
235,1990,12.49295965
235,2005,18.048162661898
235,2010,21.4773997765346
22,1990,0.70784199
22,2005,0.566815339
22,2010,0.580715261
213,1990,0.94551096
213,2005,1.17782659
213,2010,1.232390635142706
35,1990,3.162665342
35,2005,2.261824279
35,2010,2.113375339
17,1990,5.729476078
17,2005,4.6882001355
17,2010,5.085576479
232,1990,4.8429759400000005
232,2005,5.621278
232,2010,5.37482594
201,1990,1.8234987999999999
201,2005,2.9262632
201,2010,2.6488953
149,1990,4.6659651951
149,2005,8.577835294
149,2010,8.19857432
87,1990,86.70919533000001
87,2005,128.232795215
87,2010,134.723686488
65,1990,18.5968469
65,2005,31.670692768573012
65,2010,34.983818403542
210,1990,1.3622761
210,2005,1.8317849
210,2010,2.07755547093642
159,1990,0.416149614
159,2005,0.803829532
159,2010,0.931410457
172,1990,0.49678738
172,2005,0.7507438
172,2010,0.86804790092686
207,1990,1.6645911258300001
207,2005,2.5058727975
207,2010,2.924756937505646
105,1990,5.3913562
105,2005,6.741650099999999
105,2010,7.0763144
161,1990,0.907776118
161,2005,1.620262243
161,2010,1.7055665230000001
14,1990,1.55084896
14,2005,1.27438152
14,2010,1.3843733699999998
2,1990,0.3981029145
2,2005,0.533642331
2,2010,0.518420596
56,1990,34.77225502
56,2005,21.41432002
56,2010,23.56749932
29,1990,8.0088971708582
29,2005,6.6893280677682
29,2010,6.213022029999999
228,1990,36.365655999999994
228,2005,44.56531
228,2010,43.18117
194,1990,4.18115453
194,2005,5.30655587
194,2010,5.57477876
156,1990,5.95175219
156,2005,9.3324555
156,2010,8.7562347
7,1990,2.30287116
7,2005,2.67957848
7,2010,2.54606461
115,1990,2.2755387000000002
115,2005,3.1005271999999997
115,2010,3.2085743
229,1990,17.78688704
229,2005,18.6589271
229,2010,18.26084026
158,1990,0.20330266
158,2005,0.4810116
158,2010,0.50990035
209,1990,0.51798978
209,2005,0.66135456
209,2010,0.744926447875587
130,1990,1.7505349000000001
130,2005,2.3730893
130,2010,2.477027
173,1990,0.06297904
173,2005,0.14226592
173,2010,0.16694197
187,1990,0.61597696
187,2005,0.9248713000000001
187,2010,1.1001297
139,1990,9.1348273
139,2005,15.7913826
139,2010,18.195515722774
147,1990,4.63789408
147,2005,6.75907905722506
147,2010,7.703901405837
88,1990,9.168807399999999
88,2005,14.8509131
88,2010,14.346192
180,1990,5.802391
180,2005,8.132449257482
180,2010,8.68410170962
119,1990,8.6855738
119,2005,15.49702203458539
119,2010,17.886518237015
92,1990,0.352121854
92,2005,0.872280407
92,2010,1.032540162
57,1990,11.822783038
57,2005,13.19487913344409
57,2010,12.551219907
33,1990,2.168486695603578
33,2005,1.771616133751492
33,2010,1.704409935040937
93,1990,9.619724
93,2005,13.18038336206
93,2010,13.438723190892
32,1990,22.50165849
32,2005,25.087216899999998
32,2010,23.647611310000002
62,1990,4.13682121
62,2005,4.59341498
62,2010,4.4531053
179,1990,1.87033381
179,2005,2.76570288
179,2010,2.96068575
134,1990,6.0494531
134,2005,7.77554101969892
134,2010,8.2454972354176
231,1990,10.146085692635062
231,2005,10.5925897471553
231,2010,11.323117258996799
131,1990,7.8328974
131,2005,10.2158863345609
131,2010,11.004532618113
132,1990,7.5028193000000005
132,2005,9.6433037
132,2010,10.162167405885999
9,1990,1.84115109
9,2005,1.51881378
9,2010,1.64994814
37,1990,1.78629363
37,2005,2.521939585
37,2010,2.895316001
107,1990,108.57377869
107,2005,159.6207975108226
107,2010,185.608477379877
205,1990,0.57263253
205,2005,0.74811909
205,2010,0.82122683
127,1990,2.25888578
127,2005,4.2705053
127,2010,4.9822961
192,1990,2.1827926
192,2005,3.3819831000000002
192,2010,4.014906797797099
23,1990,8.510079291
23,2005,11.27517289
23,2010,11.11548951
8,1990,2.9383513800000003
8,2005,2.79132802
8,2010,3.288646193
36,1990,3.948347
36,2005,4.4045849095800005
36,2010,4.0095083
16,1990,2.921213666
16,2005,3.27372652
16,2010,2.9708705
46,1990,6.7136631349317
46,2005,7.412998077046
46,2010,6.827424419714
152,1990,0.83896773
152,2005,1.32779235
152,2010,1.4710303
178,1990,0.016735782
178,2005,0.03789581
178,2010,0.04446348
170,1990,2.21557089
170,2005,3.3628184
170,2010,3.7620981000000002
3,1990,0.263135688
3,2005,0.217560445
3,2010,0.236365015
4,1990,3.33960774
4,2005,2.76318129
4,2010,3.00088604
98,1990,0.157766493
98,2005,0.354926399
98,2010,0.510629896
138,1990,1.1346309
138,2005,2.0055315
138,2010,2.3075185
176,1990,0.0014850449
176,2005,0.0033125629999999997
176,2010,0.003889416
198,1990,3.95979827
198,2005,5.18594196
198,2010,5.407839834890445
204,1990,1.11592868
204,2005,1.40828642
204,2010,1.46520125
212,1990,3.0986417
212,2005,3.8828387999999996
212,2010,3.98776293781841
215,1990,0.48899771880000004
215,2005,0.562962154
215,2010,0.624696476563106
226,1990,50.013183
226,2005,61.468074
226,2010,59.454496000000006
169,1990,4.542674893
169,2005,6.821958149
169,2010,8.22003709
112,1990,2.89396336
112,2005,4.5092193
112,2010,5.2079975
185,1990,0.01727864
185,2005,0.03914514
185,2010,0.04592835
135,1990,3.8720753520000004
135,2005,5.463012548
135,2010,5.563663672
60,1990,4.2052294
60,2005,4.5510852999999996
60,2010,4.359688
67,1990,9.349666
67,2005,10.52152030396
67,2010,10.1614907457
154,1990,4.40196996
154,2005,6.30193806
154,2010,7.79256024
40,1990,1.25119147
40,2005,1.6820916
40,2010,1.63720413
164,1990,2.0574184
164,2005,3.6399545
164,2010,4.0421354
163,1990,7.7269890000000006
163,2005,12.097555999999999
163,2010,13.467149
12,1990,2.630292839
12,2005,2.934937838356361
12,2010,2.677216393
76,1990,56.06989123
76,2005,38.440903098
76,2010,39.503916276
71,1990,5.6771522999999995
71,2005,6.189474820523
71,2010,6.037741176049
103,1990,5.09628759
103,2005,10.198999539999999
103,2010,11.015538065
117,1990,6.59532518
117,2005,9.632893235127433
117,2010,11.3858597266837
85,1990,18.7056211251
85,2005,26.019631014
85,2010,30.277637691210618
211,1990,0.29004328
211,2005,0.45485967
211,2010,0.42331819
230,1990,13.786176099999999
230,2005,17.4157133
230,2010,16.9904112
225,1990,23.50274546493896
225,2005,27.96731794999
225,2010,24.798367351118
69,1990,2.1243095
69,2005,2.3644555
69,2010,2.1940380999999998
84,1990,46.9242648
84,2005,72.8953170538141
84,2010,68.2980677
174,1990,1.6937305
174,2005,2.6229270000000002
174,2010,3.0253865
220,1990,1.8062249000000001
220,2005,2.2083489
220,2010,2.1669481
218,1990,34.774648
218,2005,43.035205000000005
218,2010,41.995671
38,1990,6.02618781
38,2005,3.1512442
38,2010,3.49716449
195,1990,11.951326211
195,2005,16.835513512
195,2010,18.94722621
126,1990,6.3581628
126,2005,11.259504
126,2010,13.188008
18,1990,46.06948553967831
18,2005,33.2767356397
18,2010,36.56244940942317
160,1990,0.32859581
160,2005,0.9178544
160,2010,0.56996838
30,1990,11.1904072
30,2005,8.85032485
30,2010,8.23913648
108,1990,13.28918352
108,2005,23.3966099
108,2010,27.209722
106,1990,92.04401100000001
106,2005,128.577781
106,2010,147.308896
118,1990,4.1636121
118,2005,6.5170357
118,2010,7.3841762
48,1990,8.626759778
48,2005,6.414817881
48,2010,6.925276871
111,1990,1.584844272
111,2005,2.230293002156468
111,2010,2.3260989435053
188,1990,1.922318742
188,2005,3.090044611
188,2010,3.327373524
77,1990,60.7817064
77,2005,81.150489
77,2010,93.9900049456445
